Original,New,OriginalRetrofitted,Retrofitted,YearX,YearY,target
1,0,0,1,1981,2008,12.359495562913906
1,0,0,1,1981,2009,12.349097598466367
1,0,0,1,1981,2010,8.98893037643778
1,0,0,1,1981,2011,15.343518623213663
1,0,0,1,1981,2012,11.83049808644127
1,0,0,1,1981,2013,9.22543117811084
1,1,0,1,1981,1982,13.220460230881837
1,1,0,1,1981,1983,11.524503556082257
1,1,0,1,1981,1984,11.435422784524224
1,1,0,1,1981,1985,9.11202396430812
1,1,0,1,1981,1986,9.806403643917742
1,1,0,1,1981,1987,9.889770865388638
1,1,0,1,1981,1988,14.422300854374344
1,1,0,1,1981,1989,14.264983439247121
1,1,0,1,1981,1990,15.17862078884629
1,1,0,1,1981,1991,11.788181125409553
1,1,0,1,1981,1992,13.050043548832347
1,1,0,1,1981,1993,12.845408634646219
1,1,0,1,1981,1994,16.702415578389683
1,1,0,1,1981,1995,14.541107743185778
1,1,0,1,1981,1996,12.377568128825372
1,1,0,1,1981,1997,15.247539176298357
1,1,0,1,1981,1998,13.738437506308818
1,1,0,1,1981,1999,13.368810687208086
1,1,0,1,1981,2000,16.672311080934122
1,1,0,1,1981,2001,14.402929757546184
1,1,0,1,1981,2002,16.538885419031022
1,1,0,1,1981,2003,14.18371457232485
1,1,0,1,1981,2004,15.273775564726384
1,1,0,1,1981,2005,13.599294974137333
1,1,0,1,1981,2006,15.229316493272918
1,1,0,1,1981,2007,16.532310225444405
1,1,0,1,1981,2008,15.161051308191006
1,1,0,1,1981,2009,15.196990169675844
1,1,0,1,1981,2010,12.112851674032765
1,1,0,1,1981,2011,17.888631730080167
1,1,0,1,1981,2012,14.665974038062041
1,1,0,1,1981,2013,12.264331397420701
1,0,0,1,1981,1982,13.719526093970025
1,0,0,1,1981,1983,12.084149491390729
1,0,0,1,1981,1984,12.011709505890556
1,0,0,1,1981,1985,9.609324048100381
1,0,0,1,1981,1986,10.365351896967583
1,0,0,1,1981,1987,10.46457991035204
1,0,0,1,1981,1988,14.887137199721154
1,0,0,1,1981,1989,14.763078785500175
1,0,0,1,1981,1990,15.591222010038337
1,0,0,1,1981,1991,12.332611513279888
1,0,0,1,1981,1992,13.522087714046704
1,0,0,1,1981,1993,13.324492668246773
1,0,0,1,1981,1994,17.123299356849078
1,0,0,1,1981,1995,14.967222470965494
1,0,0,1,1981,1996,12.86961270449634
1,0,0,1,1981,1997,15.608810741721854
1,0,0,1,1981,1998,14.243133937539213
1,0,0,1,1981,1999,13.844235052910419
1,0,0,1,1981,2000,17.029510071383758
1,0,0,1,1981,2001,14.890299006064827
1,0,0,1,1981,2002,16.970205204740328
1,0,0,1,1981,2003,14.58679122495643
1,0,0,1,1981,2004,15.68883626476124
1,0,0,1,1981,2005,14.043933761031715
1,0,0,1,1981,2006,15.624493621610318
1,0,0,1,1981,2007,16.845031563471593
1,0,0,1,1981,2008,15.551193317671661
1,0,0,1,1981,2009,15.542025220634367
1,0,0,1,1981,2010,12.579297132798883
1,0,0,1,1981,2011,18.182267416521437
1,0,0,1,1981,2012,15.084765432276054
1,0,0,1,1981,2013,12.787824722342277
1,1,0,0,1982,1981,-2.8861386964098985
1,1,0,0,1982,1983,-2.05566951551063
1,1,0,0,1982,1984,-2.067126775880096
1,1,0,0,1982,1985,-4.9714218194492865
1,1,0,0,1982,1986,-4.102818738236319
1,1,0,0,1982,1987,-3.9392836249564294
1,1,0,0,1982,1988,1.369317281282678
1,1,0,0,1982,1989,1.099793098640643
1,1,0,0,1982,1990,2.218641477866854
1,1,0,0,1982,1991,-1.7434407249912838
1,1,0,0,1982,1992,-0.25024755663994525
1,1,0,0,1982,1993,-0.4505267619379587
1,1,0,0,1982,1994,4.1003733983966555
1,1,0,0,1982,1995,1.5386277030324151
1,1,0,0,1982,1996,-1.0235779993028942
1,1,0,0,1982,1997,2.322649731613803
1,1,0,0,1982,1998,0.6001223841059607
1,1,0,0,1982,1999,0.030998898570929936
1,1,0,0,1982,2000,3.9843409689787395
1,1,0,0,1982,2001,1.3502785639595687
1,1,0,0,1982,2002,3.8898603555245743
1,1,0,0,1982,2003,0.922639219240153
1,1,0,0,1982,2004,2.2779740955036583
1,1,0,0,1982,2005,0.28319037992331914
1,1,0,0,1982,2006,2.1943055280585595
1,1,0,0,1982,2007,3.8129300243987463
1,1,0,0,1982,2008,2.29340578598815
1,1,0,0,1982,2009,2.094581889159988
1,1,0,0,1982,2010,-1.4173913976995465
1,1,0,0,1982,2011,5.349332980132451
1,1,0,0,1982,2012,1.5816184036249574
1,1,0,0,1982,2013,-1.171797364935516
1,0,0,0,1982,1981,-3.255253489020566
1,0,0,0,1982,1983,-2.423185953293833
1,0,0,0,1982,1984,-2.4174181735796476
1,0,0,0,1982,1985,-5.413829048448939
1,0,0,0,1982,1986,-4.466840327640292
1,0,0,0,1982,1987,-4.290032771000349
1,0,0,0,1982,1988,0.8798274729871035
1,0,0,0,1982,1989,0.6489115022655981
1,0,0,0,1982,1990,1.66247098640641
1,0,0,0,1982,1991,-2.1338415684907655
1,0,0,0,1982,1992,-0.7368350296270508
1,0,0,0,1982,1993,-0.9300259114674119
1,0,0,0,1982,1994,3.547297225514115
1,0,0,0,1982,1995,0.9980838968281616
1,0,0,0,1982,1996,-1.4794037295224831
1,0,0,0,1982,1997,1.7053261693970012
1,0,0,0,1982,1998,0.16060695015684606
1,0,0,0,1982,1999,-0.4430147995817378
1,0,0,0,1982,2000,3.351371899616591
1,0,0,0,1982,2001,0.8867042384105934
1,0,0,0,1982,2002,3.348567438131753
1,0,0,0,1982,2003,0.35543910073196117
1,0,0,0,1982,2004,1.7213639247124435
1,0,0,0,1982,2005,-0.22863875217846188
1,0,0,0,1982,2006,1.61374262112234
1,0,0,0,1982,2007,3.1298352527012865
1,0,0,0,1982,2008,1.697756005576856
1,0,0,0,1982,2009,1.453529194841405
1,0,0,0,1982,2010,-1.904166336702685
1,0,0,0,1982,2011,4.643262704775181
1,0,0,0,1982,2012,1.039358794004877
1,0,0,0,1982,2013,-1.588487117462533
1,1,0,1,1982,1981,4.04227399093761
1,1,0,1,1982,1983,4.809805033112582
1,1,0,1,1982,1984,4.708774402230742
1,1,0,1,1982,1985,2.07370013245033
1,1,0,1,1982,1986,2.861228302544441
1,1,0,1,1982,1987,2.9557789334262803
1,1,0,1,1982,1988,8.096331237364938
1,1,0,1,1982,1989,7.917910268386196
1,1,0,1,1982,1990,8.954108720808645
1,1,0,1,1982,1991,5.108853983966539
1,1,0,1,1982,1992,6.539990630881842
1,1,0,1,1982,1993,6.307904691530149
1,1,0,1,1982,1994,10.682315008713836
1,1,0,1,1982,1995,8.231075636110143
1,1,0,1,1982,1996,5.777305095852215
1,1,0,1,1982,1997,9.032272262112235
1,1,0,1,1982,1998,7.3207301219937255
1,1,0,1,1982,1999,6.901519219240153
1,1,0,1,1982,2000,10.648172101777622
1,1,0,1,1982,2001,8.07436157546183
1,1,0,1,1982,2002,10.496847877309165
1,1,0,1,1982,2003,7.825739477169744
1,1,0,1,1982,2004,9.06202816312304
1,1,0,1,1982,2005,7.162922133147437
1,1,0,1,1982,2006,9.011605074939004
1,1,0,1,1982,2007,10.48939064482398
1,1,0,1,1982,2008,8.934182363192752
1,1,0,1,1982,2009,8.974942293482046
1,1,0,1,1982,2010,5.477077894736841
1,1,0,1,1982,2011,12.027657720460093
1,1,0,1,1982,2012,8.372692283025446
1,1,0,1,1982,2013,5.648878075984665
1,0,0,1,1982,1981,4.772321272220285
1,0,0,1,1982,1983,5.541221795050538
1,0,0,1,1982,1984,5.4590642488671985
1,0,0,1,1982,1985,2.734407574067617
1,0,0,1,1982,1986,3.591853792262111
1,0,0,1,1982,1987,3.704392879051936
1,0,0,1,1982,1988,8.720220052283024
1,0,0,1,1982,1989,8.579519654932032
1,0,0,1,1982,1990,9.518755263157896
1,0,0,1,1982,1991,5.8230140850470535
1,0,0,1,1982,1992,7.172054168699893
1,0,0,1,1982,1993,6.94795247472987
1,0,0,1,1982,1994,11.256355179505055
1,0,0,1,1982,1995,8.811048466364587
1,0,0,1,1982,1996,6.432052021610314
1,0,0,1,1982,1997,9.538703454165217
1,0,0,1,1982,1998,7.989826103171838
1,0,0,1,1982,1999,7.537416399442313
1,0,0,1,1982,2000,11.14998440223074
1,0,0,1,1982,2001,8.723805998605785
1,0,0,1,1982,2002,11.08272400487975
1,0,0,1,1982,2003,8.379583760892297
1,0,0,1,1982,2004,9.629464109445799
1,0,0,1,1982,2005,7.763903956082257
1,0,0,1,1982,2006,9.556490139421403
1,0,0,1,1982,2007,10.940758776577205
1,0,0,1,1982,2008,9.473356866504009
1,0,0,1,1982,2009,9.462958902056466
1,0,0,1,1982,2010,6.102791680027883
1,0,0,1,1982,2011,12.457379926803766
1,0,0,1,1982,2012,8.944359390031371
1,0,0,1,1982,2013,6.339292481700943
1,1,0,1,1982,1981,7.961617059044965
1,1,0,1,1982,1983,8.638364859672357
1,1,0,1,1982,1984,8.549284088114325
1,1,0,1,1982,1985,6.225885267898222
1,1,0,1,1982,1986,6.920264947507843
1,1,0,1,1982,1987,7.003632168978739
1,1,0,1,1982,1988,11.536162157964446
1,1,0,1,1982,1989,11.378844742837224
1,1,0,1,1982,1990,12.292482092436389
1,1,0,1,1982,1991,8.902042428999653
1,1,0,1,1982,1992,10.163904852422448
1,1,0,1,1982,1993,9.95926993823632
1,1,0,1,1982,1994,13.816276881979782
1,1,0,1,1982,1995,11.654969046775879
1,1,0,1,1982,1996,9.491429432415474
1,1,0,1,1982,1997,12.36140047988846
1,1,0,1,1982,1998,10.852298809898919
1,1,0,1,1982,1999,10.482671990798186
1,1,0,1,1982,2000,13.786172384524221
1,1,0,1,1982,2001,11.516791061136285
1,1,0,1,1982,2002,13.652746722621123
1,1,0,1,1982,2003,11.297575875914951
1,1,0,1,1982,2004,12.387636868316486
1,1,0,1,1982,2005,10.713156277727432
1,1,0,1,1982,2006,12.343177796863019
1,1,0,1,1982,2007,13.646171529034506
1,1,0,1,1982,2008,12.274912611781104
1,1,0,1,1982,2009,12.310851473265947
1,1,0,1,1982,2010,9.226712977622865
1,1,0,1,1982,2011,15.00249303367027
1,1,0,1,1982,2012,11.779835341652143
1,1,0,1,1982,2013,9.378192701010803
1,0,0,1,1982,1981,8.520055494876264
1,0,0,1,1982,1983,9.198010794980828
1,0,0,1,1982,1984,9.125570809480655
1,0,0,1,1982,1985,6.723185351690485
1,0,0,1,1982,1986,7.479213200557684
1,0,0,1,1982,1987,7.578441213942139
1,0,0,1,1982,1988,12.000998503311257
1,0,0,1,1982,1989,11.876940089090274
1,0,0,1,1982,1990,12.705083313628439
1,0,0,1,1982,1991,9.446472816869989
1,0,0,1,1982,1992,10.635949017636806
1,0,0,1,1982,1993,10.438353971836873
1,0,0,1,1982,1994,14.237160660439176
1,0,0,1,1982,1995,12.081083774555596
1,0,0,1,1982,1996,9.983474008086443
1,0,0,1,1982,1997,12.722672045311956
1,0,0,1,1982,1998,11.356995241129312
1,0,0,1,1982,1999,10.958096356500521
1,0,0,1,1982,2000,14.143371374973858
1,0,0,1,1982,2001,12.00416030965493
1,0,0,1,1982,2002,14.08406650833043
1,0,0,1,1982,2003,11.700652528546533
1,0,0,1,1982,2004,12.802697568351343
1,0,0,1,1982,2005,11.15779506462182
1,0,0,1,1982,2006,12.738354925200419
1,0,0,1,1982,2007,13.958892867061692
1,0,0,1,1982,2008,12.665054621261762
1,0,0,1,1982,2009,12.655886524224469
1,0,0,1,1982,2010,9.693158436388986
1,0,0,1,1982,2011,15.29612872011154
1,0,0,1,1982,2012,12.198626735866156
1,0,0,1,1982,2013,9.90168602593238
1,1,0,0,1983,1981,-0.8304691808992685
1,1,0,0,1983,1982,2.05566951551063
1,1,0,0,1983,1984,-0.011457260369466187
1,1,0,0,1983,1985,-2.9157523039386564
1,1,0,0,1983,1986,-2.0471492227256887
1,1,0,0,1983,1987,-1.8836141094457994
1,1,0,0,1983,1988,3.424986796793308
1,1,0,0,1983,1989,3.155462614151273
1,1,0,0,1983,1990,4.274310993377484
1,1,0,0,1983,1991,0.3122287905193465
1,1,0,0,1983,1992,1.8054219588706848
1,1,0,0,1983,1993,1.6051427535726714
1,1,0,0,1983,1994,6.156042913907285
1,1,0,0,1983,1995,3.594297218543045
1,1,0,0,1983,1996,1.032091516207736
1,1,0,0,1983,1997,4.378319247124433
1,1,0,0,1983,1998,2.6557918996165912
1,1,0,0,1983,1999,2.08666841408156
1,1,0,0,1983,2000,6.04001048448937
1,1,0,0,1983,2001,3.405948079470199
1,1,0,0,1983,2002,5.9455298710352045
1,1,0,0,1983,2003,2.978308734750783
1,1,0,0,1983,2004,4.333643611014288
1,1,0,0,1983,2005,2.338859895433949
1,1,0,0,1983,2006,4.249975043569189
1,1,0,0,1983,2007,5.868599539909376
1,1,0,0,1983,2008,4.34907530149878
1,1,0,0,1983,2009,4.150251404670618
1,1,0,0,1983,2010,0.6382781178110836
1,1,0,0,1983,2011,7.405002495643082
1,1,0,0,1983,2012,3.6372879191355874
1,1,0,0,1983,2013,0.8838721505751141
1,0,0,0,1983,1981,-1.1995839735099356
1,0,0,0,1983,1982,1.5987475984663642
1,0,0,0,1983,1984,-0.3617486580690176
1,0,0,0,1983,1985,-3.358159532938309
1,0,0,0,1983,1986,-2.411170812129662
1,0,0,0,1983,1987,-2.234363255489719
1,0,0,0,1983,1988,2.9354969884977336
1,0,0,0,1983,1989,2.704581017776228
1,0,0,0,1983,1990,3.71814050191704
1,0,0,0,1983,1991,-0.0781720529801351
1,0,0,0,1983,1992,1.318834485883579
1,0,0,0,1983,1993,1.1256436040432185
1,0,0,0,1983,1994,5.602966741024745
1,0,0,0,1983,1995,3.053753412338792
1,0,0,0,1983,1996,0.5762657859881472
1,0,0,0,1983,1997,3.760995684907632
1,0,0,0,1983,1998,2.2162764656674763
1,0,0,0,1983,1999,1.6126547159288924
1,0,0,0,1983,2000,5.407041415127222
1,0,0,0,1983,2001,2.9423737539212236
1,0,0,0,1983,2002,5.404236953642383
1,0,0,0,1983,2003,2.411108616242591
1,0,0,0,1983,2004,3.7770334402230734
1,0,0,0,1983,2005,1.827030763332168
1,0,0,0,1983,2006,3.6694121366329706
1,0,0,0,1983,2007,5.185504768211917
1,0,0,0,1983,2008,3.7534255210874856
1,0,0,0,1983,2009,3.509198710352035
1,0,0,0,1983,2010,0.15150317880794514
1,0,0,0,1983,2011,6.698932220285811
1,0,0,0,1983,2012,3.095028309515507
1,0,0,0,1983,2013,0.46718239804809725
1,1,0,1,1983,1981,6.097943506448241
1,1,0,1,1983,1982,8.78893760892297
1,1,0,1,1983,1984,6.764443917741373
1,1,0,1,1983,1985,4.129369647960961
1,1,0,1,1983,1986,4.916897818055071
1,1,0,1,1983,1987,5.01144844893691
1,1,0,1,1983,1988,10.152000752875567
1,1,0,1,1983,1989,9.973579783896826
1,1,0,1,1983,1990,11.009778236319274
1,1,0,1,1983,1991,7.164523499477171
1,1,0,1,1983,1992,8.595660146392472
1,1,0,1,1983,1993,8.363574207040779
1,1,0,1,1983,1994,12.737984524224466
1,1,0,1,1983,1995,10.286745151620773
1,1,0,1,1983,1996,7.832974611362846
1,1,0,1,1983,1997,11.087941777622866
1,1,0,1,1983,1998,9.376399637504356
1,1,0,1,1983,1999,8.957188734750781
1,1,0,1,1983,2000,12.703841617288253
1,1,0,1,1983,2001,10.13003109097246
1,1,0,1,1983,2002,12.552517392819796
1,1,0,1,1983,2003,9.881408992680374
1,1,0,1,1983,2004,11.11769767863367
1,1,0,1,1983,2005,9.218591648658068
1,1,0,1,1983,2006,11.067274590449633
1,1,0,1,1983,2007,12.545060160334609
1,1,0,1,1983,2008,10.989851878703382
1,1,0,1,1983,2009,11.030611808992678
1,1,0,1,1983,2010,7.53274741024747
1,1,0,1,1983,2011,14.08332723597072
1,1,0,1,1983,2012,10.428361798536075
1,1,0,1,1983,2013,7.704547591495294
1,0,0,1,1983,1981,6.827990787730916
1,0,0,1,1983,1982,9.451647699546877
1,0,0,1,1983,1984,7.514733764377829
1,0,0,1,1983,1985,4.790077089578247
1,0,0,1,1983,1986,5.647523307772741
1,0,0,1,1983,1987,5.760062394562566
1,0,0,1,1983,1988,10.775889567793655
1,0,0,1,1983,1989,10.635189170442661
1,0,0,1,1983,1990,11.574424778668526
1,0,0,1,1983,1991,7.878683600557683
1,0,0,1,1983,1992,9.227723684210524
1,0,0,1,1983,1993,9.0036219902405
1,0,0,1,1983,1994,13.312024695015685
1,0,0,1,1983,1995,10.866717981875219
1,0,0,1,1983,1996,8.487721537120946
1,0,0,1,1983,1997,11.594372969675847
1,0,0,1,1983,1998,10.045495618682468
1,0,0,1,1983,1999,9.593085914952942
1,0,0,1,1983,2000,13.20565391774137
1,0,0,1,1983,2001,10.779475514116415
1,0,0,1,1983,2002,13.13839352039038
1,0,0,1,1983,2003,10.435253276402927
1,0,0,1,1983,2004,11.685133624956428
1,0,0,1,1983,2005,9.819573471592888
1,0,0,1,1983,2006,11.612159654932032
1,0,0,1,1983,2007,12.996428292087835
1,0,0,1,1983,2008,11.529026382014639
1,0,0,1,1983,2009,11.518628417567095
1,0,0,1,1983,2010,8.158461195538512
1,0,0,1,1983,2011,14.513049442314395
1,0,0,1,1983,2012,11.000028905542
1,0,0,1,1983,2013,8.394961997211572
1,1,0,1,1983,1981,10.017286574555595
1,1,0,1,1983,1982,12.389991049982573
1,1,0,1,1983,1984,10.604953603624955
1,1,0,1,1983,1985,8.281554783408852
1,1,0,1,1983,1986,8.975934463018474
1,1,0,1,1983,1987,9.05930168448937
1,1,0,1,1983,1988,13.59183167347508
1,1,0,1,1983,1989,13.434514258347853
1,1,0,1,1983,1990,14.348151607947022
1,1,0,1,1983,1991,10.957711944510285
1,1,0,1,1983,1992,12.219574367933076
1,1,0,1,1983,1993,12.01493945374695
1,1,0,1,1983,1994,15.871946397490412
1,1,0,1,1983,1995,13.710638562286508
1,1,0,1,1983,1996,11.547098947926104
1,1,0,1,1983,1997,14.417069995399093
1,1,0,1,1983,1998,12.907968325409547
1,1,0,1,1983,1999,12.53834150630882
1,1,0,1,1983,2000,15.841841900034852
1,1,0,1,1983,2001,13.572460576646916
1,1,0,1,1983,2002,15.708416238131752
1,1,0,1,1983,2003,13.353245391425581
1,1,0,1,1983,2004,14.44330638382712
1,1,0,1,1983,2005,12.768825793238062
1,1,0,1,1983,2006,14.398847312373647
1,1,0,1,1983,2007,15.701841044545137
1,1,0,1,1983,2008,14.330582127291738
1,1,0,1,1983,2009,14.366520988776577
1,1,0,1,1983,2010,11.282382493133497
1,1,0,1,1983,2011,17.0581625491809
1,1,0,1,1983,2012,13.835504857162773
1,1,0,1,1983,2013,11.433862216521435
1,0,0,1,1983,1981,10.575725010386895
1,0,0,1,1983,1982,12.889056913070757
1,0,0,1,1983,1984,11.181240324991286
1,0,0,1,1983,1985,8.778854867201114
1,0,0,1,1983,1986,9.534882716068315
1,0,0,1,1983,1987,9.63411072945277
1,0,0,1,1983,1988,14.056668018821886
1,0,0,1,1983,1989,13.932609604600907
1,0,0,1,1983,1990,14.760752829139072
1,0,0,1,1983,1991,11.502142332380618
1,0,0,1,1983,1992,12.691618533147436
1,0,0,1,1983,1993,12.494023487347507
1,0,0,1,1983,1994,16.292830175949806
1,0,0,1,1983,1995,14.136753290066226
1,0,0,1,1983,1996,12.039143523597073
1,0,0,1,1983,1997,14.778341560822586
1,0,0,1,1983,1998,13.412664756639941
1,0,0,1,1983,1999,13.01376587201115
1,0,0,1,1983,2000,16.199040890484486
1,0,0,1,1983,2001,14.05982982516556
1,0,0,1,1983,2002,16.13973602384106
1,0,0,1,1983,2003,13.756322044057164
1,0,0,1,1983,2004,14.858367083861973
1,0,0,1,1983,2005,13.21346458013245
1,0,0,1,1983,2006,14.794024440711048
1,0,0,1,1983,2007,16.014562382572322
1,0,0,1,1983,2008,14.720724136772393
1,0,0,1,1983,2009,14.711556039735099
1,0,0,1,1983,2010,11.748827951899615
1,0,0,1,1983,2011,17.351798235622166
1,0,0,1,1983,2012,14.254296251376786
1,0,0,1,1983,2013,11.95735554144301
1,1,0,0,1984,1981,-0.8190119205298022
1,1,0,0,1984,1982,2.067126775880096
1,1,0,0,1984,1983,0.011457260369466187
1,1,0,0,1984,1985,-2.9042950435691903
1,1,0,0,1984,1986,-2.0356919623562226
1,1,0,0,1984,1987,-1.8721568490763332
1,1,0,0,1984,1988,3.4364440571627743
1,1,0,0,1984,1989,3.166919874520739
1,1,0,0,1984,1990,4.285768253746951
1,1,0,0,1984,1991,0.32368605088881264
1,1,0,0,1984,1992,1.816879219240151
1,1,0,0,1984,1993,1.6166000139421377
1,1,0,0,1984,1994,6.167500174276752
1,1,0,0,1984,1995,3.6057544789125116
1,1,0,0,1984,1996,1.043548776577202
1,1,0,0,1984,1997,4.3897765074939
1,1,0,0,1984,1998,2.6672491599860573
1,1,0,0,1984,1999,2.098125674451026
1,1,0,0,1984,2000,6.0514677448588365
1,1,0,0,1984,2001,3.417405339839665
1,1,0,0,1984,2002,5.95698713140467
1,1,0,0,1984,2003,2.9897659951202495
1,1,0,0,1984,2004,4.345100871383755
1,1,0,0,1984,2005,2.3503171558034155
1,1,0,0,1984,2006,4.261432303938656
1,1,0,0,1984,2007,5.880056800278842
1,1,0,0,1984,2008,4.360532561868246
1,1,0,0,1984,2009,4.161708665040084
1,1,0,0,1984,2010,0.6497353781805498
1,1,0,0,1984,2011,7.416459756012547
1,1,0,0,1984,2012,3.6487451795050534
1,1,0,0,1984,2013,0.8953294109445803
1,0,0,0,1984,1981,-1.1881267131404696
1,0,0,0,1984,1982,1.6102048588358298
1,0,0,0,1984,1983,-0.3560591774137364
1,0,0,0,1984,1985,-3.346702272568843
1,0,0,0,1984,1986,-2.3997135517601964
1,0,0,0,1984,1987,-2.2229059951202523
1,0,0,0,1984,1988,2.9469542488671996
1,0,0,0,1984,1989,2.7160382781456947
1,0,0,0,1984,1990,3.7295977622865064
1,0,0,0,1984,1991,-0.0667147926106692
1,0,0,0,1984,1992,1.3302917462530452
1,0,0,0,1984,1993,1.1371008644126848
1,0,0,0,1984,1994,5.6144240013942115
1,0,0,0,1984,1995,3.0652106727082584
1,0,0,0,1984,1996,0.5877230463576133
1,0,0,0,1984,1997,3.772452945277098
1,0,0,0,1984,1998,2.2277337260369423
